,org_number,name,construction_year,housing_coop_id
493,702002-1718,BRF Stockholmshus nr 11,1948.0,54979
494,702002-1726,BRF Stockholmshus 8,1945.0,76805
495,702002-1734,Riksbyggen BRF Stockholmshus nr 10,1945.0,75973
496,702002-1742,BRF Hundrovan 3,1944.0,49567
497,702002-1759,Riksbyggen BRF Stockholmshus 7,1944.0,78870
498,702002-1767,BRF Stockholmshus nr 4,1943.0,46508
499,702002-1775,BRF Årstaterrassen,1944.0,51603
500,702002-1783,Riksbyggen BRF Professorn,1942.0,53865
501,702002-1791,Riksbyggen BRF Stockholmshus nr 3,1942.0,48874
502,702002-1809,Riksbyggen BRF Ljuskällan,1942.0,80537
503,702002-1858,HSB BRF Stocken I Stockholm,1959.0,44518
504,702002-1890,Riksbyggen BRF Stockholmshus Nr 23,1967.0,50296
505,702002-1908,Riksbyggen BRF Stockholmshus 24,1968.0,51815
506,702002-1916,BRF Stora Gungan,,48101
507,702002-1940,HSB BRF Stora Ängby i Stockholm,1931.0,269302
508,702002-2161,Bostadsföreningen Sture u p a,,82685
509,702002-2179,HSB BRF Stureby i Stockholm,1952.0,49357
510,702002-2203,BF Styret U P A,1897.0,80579
511,702002-2229,BRF nr 32 kvart. Styrmannen,1886.0,268244
512,702002-2237,HSB BRF Stålpennan i Stockholm,1940.0,55445
513,702002-2278,BRF Stänkskärmen 41,1959.0,80179
514,702002-2328,BRF Surkullan,1958.0,272439
515,702002-2385,Bf Sveavägen 106 u.p.a,1887.0,278841
516,702002-2435,BF Sverige 2 upa,1921.0,58763
517,702002-2468,BRF Syrenen 1908,1907.0,48445
518,702002-2641,HSB BRF Sävö i Stockholm,1957.0,55203
519,702002-2708,Bostadsföreningen Södern nr 2,1929.0,267872
520,702002-2740,BRF Södermalm,1912.0,79063
521,702002-2757,BF Söderbo u.p.a,1917.0,79565
522,702002-2831,BRF S:ta Anna 7,1921.0,272275
523,702002-2864,BRF St Eriksplan 6,1915.0,272343
524,702002-2898,HSB BRF Taklisten i Stockholm,1956.0,50585
525,702002-2922,BF Tallen,1920.0,81967
526,702002-2930,BRF Tallgården N:r 1,1929.0,49582
527,702002-2948,BRF Tallgården,,57150
528,702002-2971,HSB BRF Taltrasten i Stockholm,1950.0,46455
529,702002-3086,BRF Tegelsjö,1942.0,82369
530,702002-3110,BRF Tegnérslunden 9,,281619
531,702002-3128,BRF Tegnér,1886.0,83058
532,702002-3144,BRF Tele,,46028
533,702002-3201,HSB BRF Tellusborg i Stockholm,1912.0,267424
534,702002-3219,BRF Tellusborgshus,,44291
535,702002-3227,BF Tellus u.p.a.,1906.0,268934
536,702002-3318,BF Thor UPA,1918.0,51151
537,702002-3433,BRF Tjänstemannahem Nr 1,,81881
538,702002-3466,BRF Tomtebo,1906.0,81027
539,702002-3482,BF Tomtebogatan 23 u.p.a.,1910.0,79670
540,702002-3490,BRF Tomten,1911.0,79530
541,702002-3532,HSB BRF Toppsockret i Stockholm,1964.0,80074
542,702002-3540,BF Torbjörn u.p.a.,1916.0,271665
543,702002-3557,BRF Torborg,1913.0,56401
544,702002-3573,BRF Tornet,1899.0,266915
545,702002-3623,BRF Torsborg,1925.0,79245
546,702002-3631,BRF Torsbranten 2,,269682
547,702002-3649,BRF Torsgården,1914.0,80676
548,702002-3714,BRF Tranebergsviken,1939.0,267282
549,702002-3722,BRF Tranebergsstranden,1938.0,271979
550,702002-3730,BRF Tranebergshöjden,1938.0,81411
551,702002-3771,BRF Den Första Trasten,1994.0,81966
552,702002-3789,BF Trasten N:o 2 u.p.a,1896.0,81975
553,702002-3797,BRF Trasten 11,1897.0,83783
554,702002-3805,BRF Trasten Nr 12,1894.0,83122
555,702002-3813,BRF Trasten 19,,272087
556,702002-3847,BRF Trevnaden,,57333
557,702002-3912,BF Trygg u.p.a,1903.0,267207
558,702002-3987,BRF Träffen nr 4,1928.0,275116
559,702002-4001,BF Tuben 2,1888.0,53321
560,702002-4019,BRF Tuben 12,1888.0,55475
561,702002-4027,BRF Tuben 11,,90976
562,702002-4035,BF Thuleborg u.p.a.,1891.0,48783
563,702002-4043,BRF Tulegård,,79455
564,702002-4084,BRF Turinge,,59703
565,702002-4175,BRF Tåget,2005.0,55036
566,702002-4191,BRF Tången 9,1990.0,54915
567,702002-4217,HSB BRF Täppan i Stockholm,1961.0,269432
568,702002-4274,BF Ugnen 7 u p a,1908.0,81594
569,702002-4373,BRF Trumpetaren 26,1907.0,267324
570,702002-4381,BF Upplandsgården UPA,,267130
571,702002-4498,BF Uven u.p.a.,1902.0,274849
572,702002-4506,BRF Ufven Större Nr 5,1909.0,83432
573,702002-4514,HSB Brf Valand 9 i Stockholm,1925.0,46825
574,702002-4522,HSB BRF Valand Nr 11 i Stockholm,1929.0,44946
575,702002-4530,HSB BRF Valand 10 i Stockholm,,78818
576,702002-4563,HSB BRF Vale i Stockholm,1929.0,268606
577,702002-4589,BRF Valfisken 2,,78272
578,702002-4605,BRF Valhalla,1897.0,54891
579,702002-4621,BF Valkyrian upa,1898.0,83231
580,702002-4639,BRF Valkyrian 24,2002.0,273688
581,702002-4647,Bostadsföreningen nr 3 kvarteret Valkyrian u.p.a.,1904.0,78962
582,702002-4654,BRF Valkyrian Nr 5 ,1905.0,81440
583,702002-4704,BRF Valnöten,1884.0,81774
584,702002-4779,BF Vanadis Nr 7 u.p.a.,,272716
585,702002-4787,BRF Vanadis 2,1917.0,58584
586,702002-4795,BRF Vanadis,1884.0,80887
587,702002-4803,HSB:s  BRF Vandraren i Stockholm,1940.0,50171
588,702002-4852,BF Wasa 36 u.p.a.,,267943
589,702002-4860,BRF Astraea,,82673
590,702002-4894,BRF Vasaborgen,1910.0,78837
591,702002-4902,BRF Wasalund u.p.a.,,57769
592,702002-4936,BF Vasen U.P.A,1978.0,79143
593,702002-4993,"BRF Vattentornet i Vällingby, Stockholm",1958.0,280957
594,702002-5024,BF Vega nr 3 u.p.a,1949.0,271154
595,702002-5032,Bf Vega No 2 U.P.A.,1882.0,269258
596,702002-5040,BF Vega 1,,273721
597,702002-5099,BRF Verdandi Nr 42,1925.0,55021
598,702002-5115,BRF Verdandi 5,1919.0,45020
599,702002-5123,BRF Verdandi 4,,266522
600,702002-5156,BF Vestergård u.p.a.,,61078
601,702002-5164,BRF Veterinären 9,1917.0,273395
602,702002-5180,BF Viktoria UPA,1904.0,270540
603,702002-5222,BRF Viking Birkastan,1989.0,79357
604,702002-5321,BRF Vingen,,273319
605,702002-5339,BRF Vingråen 34,1907.0,274314
606,702002-5388,BRF Violen Målaren 8,1918.0,274704
607,702002-5446,BF Volontären 12 u.p.a.,,272093
608,702002-5453,BF Volontären 19 upa,1906.0,53755
609,702002-5461,BF Volontären upa,1908.0,46687
610,702002-5503,HSB BRF Vågskivan i Stockholm,1927.0,53327
611,702002-5560,HSB BRF Vårberg i Stockholm,1967.0,81156
612,702002-5578,BF Wårgård u.p.a,,81550
613,702002-5594,HSB BRF Vårsådden i Stockholm,1960.0,48185
614,702002-5602,BF Vårt Hem 9 u.p.a,1900.0,81383
615,702002-5610,BRF Vårt Hem nr 8,,54924
616,702002-5628,BRF Vårt Hem 6,1906.0,266815
617,702002-5636,BRF Vårt Hem nr 5,1903.0,52743
618,702002-5651,BRF Vårt hem 4,,80370
619,702002-5669,BF Vårt hem nr 1,1882.0,48044
620,702002-5677,BF Vårt Hem Nr 2 Upa,1884.0,55390
621,702002-5685,BF Vårt Hem nr 3 u.p.a,1899.0,279846
622,702002-5701,BRF Vägaren,1974.0,80382
623,702002-5776,HSB BRF Vänern i Stockholm,1946.0,51547
624,702002-5842,BRF Värtahus,1936.0,48893
625,702002-5917,BRF Västertorp i Stockholm,1952.0,50299
626,702002-6105,BRF Västergård nr 1,1904.0,83623
627,702002-6113,BRF Västersol,,78803
628,702002-6147,HSB BRF Ymsen i Stockholm,1948.0,76151
629,702002-6170,BRF Yxkull,,48297
630,702002-6238,BRF Vattenkonsten 1,1929.0,82496
631,702002-6246,BF Åkermannen 24 U.P.A,,79157
632,702002-6329,BF  Ångpannan nr 7 U.P.A,,266717
633,702002-6337,BRF Ångpannan nr 12,1929.0,49205
634,702002-6444,BRF Åsöparken,,51832
635,702002-6469,BF Åttan  u.p.a.,1905.0,268013
636,702002-6527,BRF Älgen Nr 16,1966.0,273079
637,702002-6535,HSB BRF Älgö i Stockholm,1960.0,240179
638,702002-6675,HSB BRF Äpplet,1968.0,82854
639,702002-6683,HSB BRF Ässjan i Stockholm,1924.0,76364
640,702002-6725,HSB BRF Örby Slott i  Stockholm,,49700
641,702002-6790,HSB BRF Örnar i Stockholm,1935.0,50324
642,702002-6816,HSB BRF Östberga i Stockholm,1959.0,272935
643,702002-6865,BRF Östergård,1929.0,49943
644,702002-6873,BF Östermalm u p a,1882.0,53460
645,702002-7020,Riksbyggen BRF Stockholmshus nr 25,1969.0,45641
646,702002-7038,Riksbyggen BRF Nattugglan 18,1983.0,50525
647,702002-7558,BRF Storuven,1969.0,82821
648,702002-7640,BRF Keders,1968.0,43975
649,702002-7749,BRF Mjölnaren,1971.0,55682
650,702002-7897,BRF Beckasinen nr 5,1970.0,76342
651,702002-8002,BRF Sigson,1901.0,268185
652,702002-8036,BRF Havssvalget Nr 10,1929.0,56676
653,702002-8077,BRF Piplärkan 14,1912.0,57139
654,702002-8143,BRF Taberg 7,1935.0,244886
655,702002-8150,BRF Bjälken nr 19,1903.0,283342
656,702002-8192,HSB BRF Fatbursbrunnen i Stockholm,1884.0,50482
657,702002-8200,HSB BRF Hamnkaptenen i Stockholm,1983.0,80219
658,702002-8218,HSB BRF Vikingen i Kista,1974.0,47474
659,702002-8226,HSB BRF Kasernberget i Stockholm,1974.0,52642
660,702002-8234,HSB BRF Lofoten i Stockholm,1970.0,48515
661,702002-8259,BRF Trasten 13,1970.0,83531
662,702002-8275,BRF Ingenjören Nr 4,,55330
663,702002-8341,BRF Fanan Nr 28,1897.0,275525
664,702002-8374,BRF Killingen 43,1972.0,80508
665,702002-8465,BRF Laxöringen 1,1972.0,80855
666,702002-8481,BRF Stallmästaren 4,1929.0,273746
667,702002-8499,BRF Väduren 15,1974.0,44825
668,702002-8523,BRF Sångarlunden,1931.0,79284
669,702002-8549,BRF Beckasinen 18,1973.0,55305
670,702002-8580,BRF Nebulosan 7,,277413
671,702002-8598,BRF Parcas,,275117
672,702002-8606,BRF Professorn 2,1940.0,79985
673,702002-8622,BRF Räfsan Nr 13,1973.0,83693
674,702002-8630,HSB Stjärnfallet 15 BRF i Stockholm,1973.0,273759
675,702002-8663,BRF Karlsvik 39,,61019
676,702002-8705,BRF Beckasinen nr 17,1971.0,82753
677,702002-8713,BRF Kumlet 15,1972.0,83262
678,702002-8721,BRF Bananen 5,1905.0,82421
679,702002-8788,BRF Stenbrottet 10,1972.0,270901
680,702002-8838,BRF Atmosfären nr 1,1949.0,81674
681,702002-8861,BRF Eldaren nr 9,,79545
682,702002-8879,BRF Jungfrun 6,1974.0,272251
683,702002-8887,BRF Kamelian 20,1901.0,121789
684,702002-8895,BRF Cassiopea nr 3 och 4,1800.0,269330
685,702002-8929,BRF Lyran 15,,250269
686,702002-8986,BRF Volontären13,1907.0,71450
687,702002-9000,BRF Fiossamattan 31,1941.0,266810
688,702002-9018,BRF Skutan 3,,58819
689,702002-9026,BRF Eldaren 17,1908.0,270455
690,702002-9075,BRF Stänkskärmen nr 10,1970.0,270282
691,702002-9083,BRF Trasten 15,,269504
692,702002-9117,BRF Fanan 23,1898.0,79095
693,702002-9125,BRF Magdalena,,269232
694,702002-9133,BRF Opalen 1,1907.0,275526
695,702002-9141,BRF Spindelnätet 2,,272421
696,702002-9182,BRF Odin 20,1909.0,242649
697,702002-9190,BRF Dagsländan 5,1938.0,266726
698,702002-9208,BRF Kulingen 6,1949.0,44444
699,702002-9257,BRF Surbrunn 8,1905.0,45587
700,702002-9265,BRF Roslagsbanan Nr 16,,276146
701,702002-9273,BRF Galoppen 30 och 31,1927.0,272327
702,702002-9281,BRF Bananen Nr 6,,60821
703,702002-9323,BRF Högberget,1904.0,92507
704,702002-9331,BRF Kaptenen,1885.0,57296
705,702002-9349,BRF Modellen 5,1904.0,273331
706,702002-9364,BRF Vildrosen,1973.0,57659
707,702002-9372,BRF Rosen 2,1916.0,57452
708,702002-9380,BRF Gökungen nr 1,1927.0,56233
709,702002-9406,BRF Pomona Mindre,,272516
710,702002-9414,BRF Brunfisken 23,1980.0,275516
711,702002-9489,BRF Lejongapet 33,1932.0,86589
712,702002-9596,BRF Kadetten 10,1910.0,79839
713,702002-9604,BRF Loket 1,1929.0,45661
714,702002-9612,BRF Riddaren,,81486
715,702002-9646,BRF Vindruvan 16,1903.0,83307
716,702002-9653,BRF Ädelmannen,1883.0,274466
717,702002-9711,BRF Trädgårdsmästaren Nr 8,1905.0,82770
718,702002-9752,BRF Mälartorget 13,1859.0,272545
719,702002-9778,BRF Sleipner 16,1899.0,49566
720,702002-9786,BRF Trumslagaren 7,1925.0,279611
721,702002-9794,BRF Ugnen 9,1907.0,45192
722,702002-9802,BRF Viggen,1889.0,82472
723,702002-9869,BRF Hedenbacken Mindre 24,1975.0,58818
724,702002-9893,BRF Blåklinten 3,1901.0,279195
725,702002-9901,BRF Bockö 4,1975.0,83630
726,702002-9919,BRF Borealis,1907.0,82846
727,702002-9943,BRF Fyrtornet 6,1914.0,277044
728,702002-9950,BRF Havsfrun 29,1905.0,272406
729,702002-9968,BRF Kattryggen 20,,82700
730,702002-9976,BRF Kattryggen 21,1897.0,77916
731,702002-9984,BRF Körsbärsträdet,1975.0,79940
732,702003-0008,HSB BRF Vårdtornet i Stockholm,1977.0,44109
733,702422-0548,BRF Hälsan 3,1983.0,240082
734,702422-0555,BRF Trasten 18,1892.0,272052
735,712400-0014,BRF Albatrossen i Haninge,1969.0,81715
736,712400-0048,BRF Ankaret Tungelsta,1965.0,54730
737,712400-0055,HSB BRF Balder i Haninge,1966.0,80695
738,712400-0089,HSB BRF Bergfoten,1966.0,48263
739,712400-0139,HSB BRF Björkbacken,1964.0,53246
740,712400-0196,HSB BRF City i Nynäshamn,1962.0,167967
741,712400-0279,HSB BRF Fjärilen nr 2 i Nynäshamn,1970.0,48785
742,712400-0329,HSB BRF Framtiden i Nynäshamn,1940.0,83182
743,712400-0337,HSB BRF Framåt i Nynäshamn,1937.0,143528
744,712400-0394,HSB BRF Gröndal,1967.0,54388
745,712400-0410,HSB BRF Gullvivan i Nynäshamn,1960.0,47234
746,712400-0444,HSB BRF Gösen,1961.0,48612
747,712400-0527,BRF Hanveden nr 1,1956.0,55448
748,712400-0535,HSB BRF Haren,1945.0,47589
749,712400-0543,HSB BRF Ribby,1954.0,55747
750,712400-0568,HSB BRF Höjden i Västerhaninge,1958.0,54008
751,712400-0576,HSB BRF Lillgården,1959.0,55343
752,712400-0642,HSB BRF Mejsgarn i Haninge,1968.0,76743
753,712400-0808,HSB BRF Laken,1964.0,269043
754,712400-0840,HSB BRF Lejonet i Nynäshamn,1961.0,57501
755,712400-0873,BRF Linnéa,1943.0,273708
756,712400-0881,BRF Loke,1968.0,45720
757,712400-0949,HSB BRF Lärkträdet,1965.0,56289
758,712400-1087,HSB BRF Björnen nr 17 i Nynäshamn,1976.0,267263
759,712400-1095,BRF Bergkastellet,1951.0,57431
760,712400-1103,Riksbyggen BRF Nynäshamnshus nr 4,1958.0,58794
761,712400-1111,Riksbyggen BRF Nynäshamnshus Nr 1,1942.0,80318
762,712400-1129,Riksbyggen BRF Nynäshamnshus nr 2,1945.0,84776
763,712400-1194,HSB BRF Oxen i nynäshamn,1960.0,55372
764,712400-1269,HSB BRF Runstenen i Haninge,1963.0,45851
765,712400-1426,HSB BRF Siken,1963.0,48115
766,712400-1467,BRF Sjötungan,1967.0,267023
767,712400-1608,BRF Söderby,1960.0,54796
768,712400-1624,HSB BRF Delfinen,1985.0,80302
769,712400-1640,HSB BRF Telegrafen i Nynäshamn,1948.0,57468
770,712400-1707,BRF Transformatorn i Nynäshamn,1945.0,266173
771,712400-1715,HSB BRF Trollbäcken,1957.0,60320
772,712400-1798,BRF Vendelsömalm,1962.0,46721
773,712400-1855,HSB BRF Vikingen,1964.0,56242
774,712400-1897,HSB BRF Vågen,1943.0,48190
775,712400-1913,HSB BRF Vänskapen i Nynäshamn,1964.0,278361
776,712400-1996,BRF Åbygårdarna,1959.0,275053
777,712400-2002,HSB BRF Älgen I Nynäshamn,1947.0,48446
778,712400-2010,BRF Ängen,1963.0,45627
779,712400-2028,HSB BRF Örnen i Nynäshamn,1956.0,52655
780,712400-2150,HSB BRF Ribbyberg,1968.0,55162
781,712400-2184,HSB BRF Tellus,1972.0,274990
782,712400-2192,HSB BRF Väduren,1972.0,47672
783,712400-2218,HSB BRF Anden,,47213
784,712400-2226,HSB BRF Klangen i Nynäshamn,1970.0,55128
785,712400-2242,HSB BRF Slätmossen,1983.0,60277
786,712400-2259,BRF Linden,1967.0,44364
787,712400-2283,BRF Backen i Västerhaninge,1968.0,54068
788,712400-2309,HSB BRF Pluto,1971.0,276330
789,712400-2390,HSB BRF Berget,2022.0,46981
790,712800-0051,BRF Lejonet,1958.0,267907
791,712800-0069,BRF Idrotten,1956.0,82447
792,712800-0077,BRF Kornknarren,,83775
793,712800-0085,BRF Mellanskogen,1958.0,273011
794,712800-0101,BRF Målaren,1955.0,275133
795,712800-0127,BRF Löparen nr 2,1959.0,60246
796,712800-0135,BRF Löparen nr 3,1960.0,52803
797,712800-0150,BRF Löparen 1,1960.0,55813
798,712800-0168,BRF Prinsessan,1962.0,58549
799,712800-0176,BRF Rådet,1960.0,46609
800,712800-0184,BRF Tomtbergaskolan 5,1964.0,54830
801,712800-0192,BRF Skogås nr 2,1964.0,46605
802,712800-0200,BRF Skogås nr 1,1963.0,46773
803,712800-0218,BRF Skogås nr 3,1965.0,49052
804,712800-0226,BRF Porten,1967.0,44284
805,712800-0234,BRF Blomman,1961.0,276918
806,712800-0242,BRF Uven,1960.0,44781
807,712800-0259,BRF Dalvägen,1958.0,80327
808,712800-0267,BRF Hagen,,49447
809,712800-0556,HSB BRF Kvarnberget,1963.0,49432
810,712800-0564,BRF Flemingsberg,1966.0,82708
811,712800-0598,HSB BRF Magne i Huddinge,1960.0,79309
812,712800-0606,HSB BRF Trångsund,1961.0,48787
813,712800-0614,BRF Stenbocken i Norsborg,1977.0,54733
814,712800-0622,HSB BRF Slätten,1972.0,46861
815,712800-0630,HSB BRF Violen,1963.0,44278
816,712800-0655,HSB BRF Botkyrka i Tullinge,1958.0,50727
817,712800-0663,HSB BRF daggkåpan,1965.0,45822
818,712800-0671,HSB BRF Konvaljen i Tullinge,1961.0,54492
819,712800-0697,BRF Brynjan,1962.0,51109
820,712800-0960,BRF Halmstrået ,,78759
821,712800-1364,Riksbyggen BRF Tumbahus nr 2,1970.0,48636
822,712800-1448,BRF Hallen,1965.0,104853
823,712800-1570,HSB BRF Västliden i Tullinge,1983.0,50682
824,712800-1588,HSB BRF Banslätt i Tullinge,1980.0,53463
825,712800-1612,HSB BRF Vårby Gård,1972.0,48957
826,712800-1646,HSB BRF Örtagården,1988.0,49684
827,712800-1729,HSB BRF Flädern i Tullinge,1982.0,49968
828,712800-1737,HSB BRF Gullriset,1983.0,50328
829,712800-1745,HSB BRF Römossen,1979.0,79159
830,713200-0014,HSB BRF Allmogen i Järfälla,1964.0,51255
831,713200-0048,HSB BRF Aspnäs i Järfälla,1969.0,50583
832,713200-0121,BRF Bolinderbyn nr 1 i Kallhäll,1949.0,79645
833,713200-0188,HSB BRF Emaljeraren i Kallhäll,1963.0,268876
834,713200-0196,BRF Engelbrekt,1961.0,57268
835,713200-0253,HSB BRF Fågelsången,1969.0,47058
836,713200-0360,BRF Järfällahusen,1952.0,78913
837,713200-0444,BRF Kopparvinkeln,1960.0,254953
838,713200-0469,HSB BRF Koppartackan,1961.0,49882
839,713200-0485,BRF Kopparstaven,1959.0,53109
840,713200-0535,BRF Köpmannen,1960.0,50398
841,713200-0543,BRF Lansen,1960.0,77874
842,713200-0550,BRF Loket i Järfälla,1960.0,47531
843,713200-0568,BRF Lädersättra,1960.0,52719
844,713200-0584,BRF Margareta Jakobsberg,1953.0,45194
845,713200-0618,HSB BRF Norrby,1968.0,47289
846,713200-0626,BRF Nybergstrean,1960.0,275789
847,713200-0634,BRF Nybergsettan,,80809
848,713200-0642,"Nybergstvåan i Järfälla, BRF",,56398
849,713200-0659,BRF Nyberg,,45962
850,713200-0691,BRF Kallhällshus Nr 1,1959.0,81464
851,713200-0709,HSB BRF Rondellen i Järfälla,1988.0,43324
852,713200-0717,HSB BRF Sagoängen,1965.0,267746
853,713200-0865,BRF Skogen,1981.0,47399
854,713200-0899,BRF Strömvägen,1954.0,79490
855,713200-0907,HSB BRF Sture,1958.0,95051
856,713200-0923,HSB BRF Svetsaren i Järfälla,1963.0,44360
857,713200-0931,BRF Syrénbersån,1960.0,47351
858,713200-0956,HSB BRF Trollberget i Järfälla,1966.0,47022
859,713200-0964,BRF Ulvsättra,1963.0,46132
860,713200-1012,HSB BRF Vålberga i Järfälla,1963.0,71389
861,713200-1038,HSB BRF Västerby 2,1962.0,46139
862,713200-1046,HSB BRF Västerby,1961.0,45423
863,713200-1053,BRF Wasa i Jakobsberg,1958.0,46631
864,713200-1061,HSB BRF Wibbla Äng i Järfälla,1966.0,48608
865,713200-1079,HSB BRF Kvarnen,1979.0,56077
866,713200-1087,HSB BRF Boken i Järfälla,1969.0,49425
867,713200-1095,HSB BRF Eken,1968.0,53365
868,713200-1103,HSB BRF Granen i Järfälla,1971.0,48872
869,713200-1129,HSB BRF Hovslagaren,1978.0,46380
870,713200-1137,HSB BRF Mejseln i Stockholm,1913.0,82127
871,713200-1160,HSB BRF Glaset i Stockholm,1909.0,80185
872,713200-1186,HSB BRF Tunnbindaren i Upplands-Bro,1981.0,53141
873,713600-0051,BRF Björnen,1945.0,75805
874,713600-0069,BRF Blocket 4,1946.0,49862
875,713600-0077,BRF Bredablick Större,1959.0,272445
876,713600-0143,BRF Fullriggaren 2,1953.0,80249
877,713600-0184,BRF Halland 3,,239640
878,713600-0242,BRF Holaveden,,80765
879,713600-0309,BRF Igelkotten,1959.0,48591
880,713600-0333,BRF Kaninen,1960.0,78676
881,713600-0358,HSB BRF Korvetten,1957.0,46196
882,713600-0507,BRF Norrbotten,1955.0,272143
883,713600-0523,BRF nr 1 Näset Källängsv 10-16 Lidi,1958.0,59943
884,713600-0556,BRF Regattan 2,1954.0,80968
885,713600-0564,BRF Regattan 5,1954.0,276989
886,713600-0572,HSB BRF Skärsätra i Lidingö,1965.0,50305
887,713600-0580,BRF Sofiehem,1943.0,81993
888,713600-0598,HSB BRF Stenbrottet i Lidingö,1945.0,272009
889,713600-0663,BRF Trålaren 5,1953.0,242569
890,713600-0713,BRF Vasa 9 och 10,1946.0,51175
891,713600-0721,BRF Vasallen i Lidingö,1944.0,48469
892,713600-0747,BRF Värend 2,1947.0,83126
893,713600-0796,BRF Lojohöjden,1973.0,57919
894,713600-0804,BRF Ekbacken nr 1,1972.0,78530
895,713600-0838,BRF Södermanland 37,1966.0,272161
896,714000-0022,BRF Alphyddan,1960.0,79142
897,714000-0048,HSB BRF Barrträdet i Nacka,1963.0,50403
898,714000-0063,HSB BRF Bergakungen i Nacka,1953.0,49070
899,714000-0089,BRF Berget i Gustavsberg,1957.0,77222
900,714000-0097,HSB BRF Bergkanten,1958.0,267640
901,714000-0113,HSB BRF Berglandet i Nacka,,44217
902,714000-0121,BRF Bergsmannen,,79015
903,714000-0139,HSB BRF Bergåsen i Nacka,,48268
904,714000-0154,Riksbyggen BRF Bergängen i Nacka,1955.0,48955
905,714000-0253,BRF Båtsmannen,1963.0,270171
906,714000-0279,BRF Diagonalen,1955.0,82714
907,714000-0287,BRF Diametern,1957.0,50107
908,714000-0303,BRF Ektorp,1960.0,49783
909,714000-0550,HSB BRF Eknäs i Nacka,1963.0,50278
910,714000-0576,BRF Orminge,1967.0,54490
911,714000-0675,BRF Insjön i Nacka,1961.0,47867
912,714000-0683,BRF Island i Nacka,1963.0,79338
913,714000-0832,HSB BRF Lillängen i Nacka,1944.0,57722
914,714000-0956,BRF Magnus 3,1950.0,257273
915,714000-0964,BRF Matrosen,1965.0,269850
916,714000-1020,BRF Nacka hus nr 2 i Ekängen,1946.0,81513
917,714000-1079,BRF Nacka-hus i Ekängen,1941.0,81374
918,714000-1202,HSB BRF Inkvarteringen i Nacka,1959.0,79251
919,714000-1343,HSB BRF Skurudal,1953.0,57598
920,714000-1350,BRF Skuruhäll,1964.0,49929
921,714000-1368,HSB BRF Skurusund i Nacka,1956.0,50510
922,714000-1376,HSB BRF Skuruberg i Nacka,1960.0,50001
923,714000-1384,HSB BRF Skuruäng i Nacka,1959.0,50293
924,714000-1426,BRF Sparven nr 9,1960.0,268790
925,714000-1434,HSB BRF Stensö i Nacka,1967.0,49332
926,714000-1533,BRF Tallkronan,1964.0,50113
927,714000-1590,BRF Treklövern,,275854
928,714000-1715,BRF Älggården,,267679
929,714000-1848,HSB BRF Smaragden i Nacka,1968.0,49802
930,714000-1871,BRF Nytorp,1966.0,272785
931,714000-1921,BRF Munkmora,1970.0,48807
932,714000-1962,BRF Styrmannen,,56462
933,714000-1970,Agaten BRF,1970.0,49729
934,714000-1988,HSB BRF Turkosen,1969.0,49334
935,714000-1996,HSB BRF Rubinen i Nacka,2002.0,45014
936,714000-2002,BRF Wasa,1966.0,51934
937,714000-2101,BRF Igelbodaplatån,1971.0,53251
938,714000-2176,BRF Isbrytaren 51,1968.0,53027
